index,review,cpu,graphicard,hardisk,ram,screen
1285,"I have two days with this laptop and it's super slow, at first I thought it was because the programs were running for the ""first"" time but it's all set up and keeps slow, I don't have photos, music or any program installed so I can't imagine if I start installing something. My phone is faster than this laptop. I keep getting ""no response"" using internet explorer and I am just using two tabs with nothing else open. Super slow, no keyboard light. I will return this tomorrow morning.",2,2,1,3,2
1286,"Being a console gamer all my life I finally wanted to try some PC gaming. After researching over 7 laptops for a month I finally found this one. I had to research what graphics cards and cores and processors were. So yea I'm a noob lol. It after owning this for almost a month now I can say it is the best PC I've ever had. It's fast and plays games really well. Have not had any issues. Yes the screen is a TN panel so it's matte instead of glossy, however it's still really good and worth the price. Overall great product and especially if your new to pc gaming like me.",1,0,1,2,2
1287,"It's a great laptop, all good but the only problem i have troubles to activate windows 10. Obviously its great for work office or basic scientific research.",2,2,1,2,2
1288,"I am new to laptop gaming, I mostly play fallout 3, dark souls, and runescape on this laptop. It runs all of them on high or ultra settings very well.",2,0,1,2,2
1289,"The computer would not turn on, sent it back the next day.",3,1,2,4,2
1290,"Easy setup, good quality monitor...Over all ..,.5 THUMBS UP!!",1,1,1,3,1
1291,"Not a bad laptop, had good specs and quality for the price.But mine would not charge as soon as I got it, and a quick google search revealed this has been a serious issue with all Dell laptops for years. There customer support was awful, the emails I got back were in broken English at best. They offered to ""fix"" my laptop but they had to have it for 14 business days which wasn't going to happen since I needed a laptop. They then proceeded to simply stop emailing me back which is when I decided to just return it and pick a different company.It's really a shame since the laptop itself is fine. But this is the second Dell I've owned (both of which have had this problem), and both times I've had equally awful customer support.",1,0,3,2,2
1292,Muy bueno,2,4,5,4,3
1293,"Im loving so it far, i can play the same games my other buddies with there High end PCs can. Al though, im having heating ussies, this is probably a really isolated case since im the only one in the reviews thats having this problem. So yeah, some bad luck for me.",1,0,5,2,2
1294,Awesome product! My only complaint is that the battery doesn't last as long as other Chromebooks I've used. The screen ration is a little out of the ordinary as compared to current laptops and Chromebooks as well.,2,4,5,4,5
1295,"I receive this chromebook on 7/7. it a great portable device that I have been using everyday to browser, school work and watch video on. The problem i have with it is, that the wifi connection speed will drop and if watching video or browsering, the laptop does get warm near the hinge.",2,4,5,4,5
1296,"fast chromebook , i'm really happy , but on this Chromebook you can't install google play!",2,2,5,4,3
1297,"This is a great laptop for its price of $379.99. However it is even greater to buy it or $279.99- which I did at Best Buy on Black Friday of 2017. It's not a gaming laptop but it's a great laptop for its price and it can handle pretty powerful video games but not top most powerful modern (2017 and later) video games.Here are the great things about it for its price:1 TB storage space8 GB Ram memoryGreat graphics card for gaming- which is over 4 GB memory2.7 GHZ processorVery fast computerOther good things about this laptop:-It also has Windows 10 which I like- except for the start menu which I have switched to the Windows 7 version. Everything (in this Windows 10 software) is organized so well-It isn't heavy so it's easier to carry-The screen is bright-The keyboard is comfortable and has the comfortable, convenient and useful Numpad at the right-With its specs it can handle all games that are not too powerfulMy previous laptop cost a bit under $400 that I've bought in 2012 and didn't have all these pros. For $279.99 and even $379.99, but especially the former, this is much better laptop for its price- including adjusted for technological differences in 2012 and 2017.I really don't see any cons... except maybe a slightly weak battery. But I have dealt with it by using power/battery saver mode. On battery at that mode lasts over 3 hours (like nearly 4 hours) which is enough for me.About what kinds of video games it can run:It can't run Ni No Kuni 2 but it can run Naruto Shippuden Ultimate Ninja Storm 3 Full Burst and Tales of Zestiria on minimum specs. Naruto, or both of those games, require 1 GB/1024 MBs Dedicated Video RAM for Recommended run but this computer has only 512 MBs Dedicated Video RAM.",1,4,1,3,2
1298,its not what i expected,2,2,1,2,1
1299,"Buyer beware: this hunk of junk cannot skype. It has a camera, and it is 2016, so logic would suggest that it can, it cant. Chrome just doesn't allow it. I will be selling this at a loss and replacing with a full feature laptop. This should only be purchased for internet browsing.",2,2,5,4,3
1300,So far I love it. I play World of Warcraft and it handles it great. I would totally recommend this laptop to anyone.,1,4,1,3,2
1301,Bought it for my oldest granddaughter and she loves it.,3,1,5,4,3
1302,"So far, one of the most beautiful computing devices I have owned so far. That's a real statement considering I have owned more than 15 laptops in the past decade.The screen is a stunner, touchpad and keyboard are simply fantastic and the sound is surprisingly loud and clear. The ports leave a lot to be desired but isn't a deal breaker. Although I have yet to confirm true daily performance and battery life, so far it has been overwhelmingly positive. I only felt this when I had ordered the Dell XPS ultrathin but was quickly reminded of its deal breaking limitations.You'll want to show this off and will equally enjoy using it as your daily driver. Definitely remember to use the free upgrade to Windows 10 pro until the S version has a store that is well populated with the most critical windows apps for power users and general users alike.",1,2,3,2,4
1303,"No annoying fan noise, just normal fan spin when the computer is under load.",3,3,3,2,4
1304,"After getting a nice refurbished desktop, I am confident with refurbished unit purchase. This refurbished laptop is so convenient and lightweight. I like it. Even it is not a powerful laptop for gaming I could still get everything done fast enough. Great",2,4,5,4,3
1305,"Love it. Got it on sale after knowing I'd not be able to afford a 17"" with the graphics I wanted to last for a few years. Excellent screen viewable from all angles and at least 10' away with colors still looking the same even at 45 degree angle and over 6' away. Keyboard feels awesome, very tactile with a nice feel to know when you activate a key. Sound is at least average, but I usually use headphones which get plenty loud too. It's not filled with bloatware which is a nice surprise, does have software preloaded but it's things people might actually use like Office, Polaris Office and some gaming stuff which is reasonable as people are likely to use this for gaming. The build feels solid and there's just a fraction of an inch of lift from the bottom when lifting just the lid. I like the arrow keys are shifted down just a bit to make them easier to find/use. Track pad feels really smooth and nice to use, it looks like it doesn't have dedicated left/right but it does they are just recessed and surprisingly easy to use and feel great.Not a fan of red back lit keyboard, but red seems to be the color of the moment and you can turn it off, which is great in a lit area otherwise you better know where your keys are. My one complaint is there's no End key outside of the one on the Numberpad with Num Lock off. I use it a lot in both typing and spreadsheets to get around with just the keyboard. There is still the End on the Num pad, but that's Num Lock off, End, Num Lock on (to avoid future errors especially which spreadsheets). Also doesn't have Page Up/Down buttons except on the Num Pad.",2,0,1,2,1
1306,Can't handle much of anything. The system reboots when its processed too much. That happens once in a while.,3,4,5,4,3
1307,Love it,3,1,2,4,2
1308,My new computer works great. I owned Office 2013 apps which loaded easily. All is great. Just what I want for my second computer. JoeM,2,2,3,4,3
1309,I wish i could send back. Battery acid is coming out the speakers and i oaid 200 $ for the pos. Thanks a lot.,2,4,5,4,3
1310,Impressed with the speed,3,2,0,2,2
1311,"works great as it should, have no complaints, thanks",2,2,0,2,1
1312,It does as advertised.,3,4,5,4,3
1313,Out of box stressed tested CPU runs at 95C on a full load. Undervolted still running at 88C hitting 93c gamingUpdate- got my 2nd laptop in same issues but worse hits 98-100c while gaming. Love everything about this laptop but people at the factory do not know how to apply themral paste apperntly. I'm debating trying a 3rd unit but this one does a hard freeze 3 to 4 times a gaming session.,2,0,1,0,1
1314,"First off, let me share my wife's testimony, ""This is the laptop of my dreams."" She's the one using it most these days, and has had a few clunkers over the years, so is thrilled by how well this works. I use it on occasion too, and I'm also the one who set it up, and deals with tech issues in our house. First, the two (literally just these two) complaints: the vent near the bottom back can get pretty hot if it's on your lap and if it's on your lap and you open it up, the screen might pinch your thighs. Other than those, this is really flawless for its purpose. Some have critiqued it for not allowing upgrades or personal fixing, which I get as I've repaired more than a few laptop hardware issues. But, very few people have an interest or capability for doing that, and the tradeoff is how thin and light this is.It's not a gaming laptop, it's a productivity laptop and for that, it's wonderful. My personal main laptop is aDell XPS9350-10673SLV 13.3"" 3200x1800 Laptop (Intel Core i7-6560U 2.2GHz Processor, 16 GB RAM, 1 TB SDD, Windows 10 Microsoft Signature Image) Silver, and that's what I'm comparing this Surface laptop to. I have pictures which show the relative size. The Surface is more square, providing a larger overall screen, it's also thinner and lighter, not surprising given that it doesn't have near the same specs as the Dell. That said, my Dell is mostly overkill as I tend to keep the resolution on it from max because it's too much for too small of a space for most things (except watching movies) and it has a mediocre battery. The Surface keeps up with almost every task, and if it can't match the Dell 13 on heavy demands, that's not a problem most of the time. The reality of the Surface is that it works, it worked great out of the box, with easy set-up, and continues to be an entirely problem free experience. I would echo the recommendation of others to do the free upgrade from the Windows 10S that this comes with to get it to the regular Windows 10. A few minutes of extra setup time can save some bother and allow more freedom later on. Painless to do, as was the whole process. My wife uses this for browsing, netflix, and also her work-from-home job of captioning, which requires good video and audio. The audio on this is strong and the video is spectactular. The touch screen works fluidly as does the touchpad. This laptop allows us to use it for what we need it for, in ways that are much more user-friendly than anything else I've used. I still personally prefer my Dell 13 for its larger hard drive and more memory. I also like the Dell for having a USB-C, and am surprised Microsoft decided against that. Battery life is really strong, going all day really. This is a perfect work or school laptop, really allowing to maximize productivity without sacrificing anything. It's not the best for hardcore gaming, but that's not it's purpose. If you need a capable, trustworthy, easy to use laptop, this is a very good choice.",1,2,3,2,4
1315,"Arrived on time, holiday Rush notwithstanding. Solid performance at a reasonable price. Dell has always delivered for us.",2,2,3,2,2
1316,"I love this computer - lightweight, reasonable, great battery life - but the first one I got had a sticky key right out of the box. Amazon replaced it, but then my next computer has had a chronic track pad problem. Customer service has been helpful but after 2-3 times of being walked through the process of re-setting the driver they told me to do a full system re-set. Took a bunch of time and I had to pay to re-install some software, and then one week later the track pad cut out again. I'm preparing to send it in and at least shipping both ways is covered, but now I'm going to be without my computer for at least two weeks. The trackpad cutting out seems like an issue a couple other users have had based on these reviews, and seeing as it is a problem that presents itself a week or so after it starts working again, I'm really concerned about their ability to resolve this for the long haul. Fingers crossed sending it in works, but these two issues raise some concern for me about the basic quality. I made the switch since Apple laptops have gotten ridiculously expensive, but I have not had these basic quality issues with a brand new computer before. It's still a great computer, but does raise some concern.",3,3,3,2,4
1317,"It's compact, and performance is OK.",3,1,5,4,3
1318,"This laptop (bought from BB) has only 1 possible Ram Card expansion slot which has only 4 Gig. BB said the other 4 Gig is permanently soldered onto the motherboard. This laptop has a prettier--more finished appeal. But I don't recommend over the HP model for future RAM expansion.When I opened and looked at the Motherboard I could not see the soldered in RAM. When I checked VRAM, it was listed as 1.8 Gig (HP was the same). Also the battery is internal to the case and is not removable (created out of flat cellphone style batteries). HP battery is removable. Keyboard buttons seemed more refined but this seems like a disposable laptop---not cool at $400.00.",1,4,1,3,2
1319,Unfortunately there have been an array of problems since purchase. I believe this may be the particular product sold by the seller.,0,2,3,2,4
1320,The laptop was deliver with a bad hinge hence using it was impossible. it began to shutdown after just a week of use. this is my worst purchase on Amazon ever.,2,4,3,2,5
1321,"This laptop was a replacement for a Toshiba Intel i5 / 2.67GHz, 4GB RAM, used to render 1080 videos (using Sony Vegas video suite).Good: The Lenovo renders at a similar speed. Functional DVD/CD R/W. Display is average. It wasn't loaded with too much ""junk"" trial software.That said, it's an odd design with shortcomings that will matter depending on your usage.Fair: You can't add memory or change the battery. It's difficult to open--there is no indent or other affordance to make it easy to grip.Poor:1. The external power comes from a ""wall wart"" with a 6 foot cable, barely reaching across a desktop when the outlet is on the wall.2. The DC power plug will fit into the audio jack--may cause damage or visa-versa.3. All connector labels are nearly impossible to read (need light & magnifier).QUIRKY DESIGN FLAWS--TWO STAR PENALTY:1. This is the first ""non-standard"" keyboard i've seen. The RIGHT SHIFT key is 1/2 size, the other half is PAGE UP--SUPER ANNOYING if you need to do some typing.2. The SD card reader (once you locate it!) takes the card contacts up (flip from normal) and doesn't have a ""latch"" feel when seated. Contacts down (normal on most laptops) doesn't give resistance when you plug it in. Also, this quirk is NOT IN THE MANUAL!!",2,1,2,4,2
1322,"This really is an excellent product from Microsoft, proud owner of this machine since August 2017, never lets me down, incredible battery lifetime, totally silent and really thin! I've owned loads of laptops and this one tops them all. I also own the latest Microsoft Surface Pro (not the laptop) because I couldn't decide between these beasts. I really like them both, a really good hardware and overall goods products by Microsoft. They hit the sweet spot with these machines. Highly recommended!",1,2,3,2,4
1323,"Pros: Decent hardware, great battery lifeCons: A few glitches: sometimes, the cursor flips upside down; sometimes, the chromebook reboots without any noticeable reason. Annnoying, but not enough to spoil the fun.",2,4,5,4,5
1324,This laptop is really loud. The fans are so loud that my classmates were looking at me crazy.,1,0,1,2,2
1325,"i've been using it for almost 2 weeks now and i simply love this machine. Fast, comfortable and runs the programs i need really well.",1,0,1,2,2
1326,Very good,1,2,1,2,3
1327,"Part of my family got this laptop as a surprise gift for my mum's friend. She was really grateful and appreciated it. When I got to use it, it was relatively nice to use.",3,4,5,4,3
1328,"It seems to be working fine, but the battery only lasting for about 1.5hrs (2hrs saver mode) is a deal breaker in my book.",2,0,1,2,2
1329,"the screen is smaller than 14.1, more like 13.1. Spend a little more if you can to buy a better one.",2,2,3,4,3
1330,Could be more pleased,2,2,5,4,3
1331,"I was nervous about ordering a computer online. It shipped quickly, was well-packed, and arrived in great condition. As a student, I was worried about being without a computer, but this one arrived in time to get some essential work completed!!! Thank you. The computer itself seems great. I have never set one up before and it gives prompts to guide you. I had fortunately backed-up my previous computer files on a thumb drive. They installed without issue.Thanks again for the amazingly fast service and what appears to be a nice computer.",2,2,0,2,2
1332,"I bought this laptop as a lightweight secondary computer for traveling. As a result, I have used it lightly over about 14 months since purchase. In everyday use the computer is unable to keep up with basic tasks such as browsing. This machine would probably work well with an older operating system installed, but as bloated as Windows 10 is, it just isn't sufficient. Because Windows 10 updates are not optional, the 32GB hard drive fills with huge updates immediately and this constantly bogs the computer.In additional to performance issues, this machine is just poorly constructed. As I found out the hard way, the screen is unusually delicate. Unfortunately I made the mistake of paying for a new screen instead of cutting my losses. A month later, the screen stopped responding-- it still lights, but won't display anything. The touch pad has never worked well and, somehow, often inputs a right click rather than a left click and vice versa. I have had plenty of glitches, freezes, and crashes despite using the stock configuration with virtually no installations of my own.The benefits of the computer are that it is insanely light and has excellent battery life-- at least the advertised 10hrs if not more. I can put it to sleep and leave it in my bag for a week and open it up again with plenty of charge left. These have made it excellent for my application but the issues have not justified the convenience.",3,1,5,4,3
1333,"It's hard to buy HP Stream Flagship Laptop in such a low price, not to mention that has Intel Celeron Core up to 2.48GHz, 4GB RAM, 32GB SSD which could let me run all kinds of basic programming that I need. I'd rather 11.6"" than big screen because this keyboard distributes suitable space without leaving too much for my hands and also portable well. Just run it for now, the display is great without spot and everything looks smooth, nice shot!",3,2,5,4,6
1334,Nice product,1,0,1,2,2
1335,The proccessor is a bit slow and has trouble streaming HD video at times. I would recomend the Pro version for a bit more.,2,4,5,4,5
1336,"Since it is refurbished, I'm assuming the issue before was the keyboard. Sometimes it works and sometimes it doesn't. I have to restart it, which takes about 5 minutes, otherwise I like it. Runs great, good screen size and sleek.",3,2,5,5,3
1337,"The laptop that I'm reviewing is the E200HA 11.6"" light gold-colored model with 4GB RAM and 32GB storage.(Reviewed on 2/19/2018, Purchased on 5/9/2017)In short, it is a decent laptop that comes standard with Windows 10 and can do basic computing tasks, such as document processing and social media browsing.Here are some of the specific details of the laptop if you're interested:Windows 10 Home 64-bit Operating SystemIntel Atom x5-Z8350 x64-based Quad-core @ 1.44GHz with a max burst frequency up to 1.92 GHz4GB DDR3Intel HD Graphics 400 (integrated chipset)32GB Integrated SSD1366 x 768 max resolutionBluetooth 4.0The laptop's size makes it portable enough to fit inside my backpack's tablet pocket, and its weight is light so I don't have to experience back or shoulder pain. There are two USB 2.0 ports, a microSD card reader, a mini HDMI adapter port, and a 3.5mm headphone port. The trackpad is located in the middle of the laptop so you don't have to deal with strange offset trackpads like other laptops possess. It also comes with Bluetooth so you can connect certain devices, such as wireless headphones or your smartphone.I'm someone who is 5'6"", slightly overweight, and has slightly larger hands, so the keys are a little small compared to, say, an average-sized MacBook. The function keys are about half in size than the regularly sized keys, but the spacebar is reasonably-sized enough without hitting another key.In terms of performance, the laptop is sufficient enough to load web pages in a timely manner. I use Firefox because of its light RAM usage compared to Chrome. YouTube videos will play without crashing the computer, but do take note that if you're watching a 60 FPS video at 720p, you might experience some slowdown. For safe measure, I'd stick with 480p. High resolution 60FPS YouTube videos are absolute resource hogs, especially on Chrome.I don't use Microsoft Office on this laptop, so I resort to using Google Drive. It's performance is sub-par, as it takes more than a few seconds to completely load a document, depending on its contents. If it's a page, it might take a few seconds. If it's a long research paper, it might take longer than a few seconds or so. The same can be said for slides and spreadsheets.The battery life (according to mine after over a year of usage) can reach up to 11 hours with the brightness set at 75% without any running programs. If you're using Chrome or Firefox with a few tabs open and background apps, you might be able to squeeze out, at most, 8 hours, which is enough to go about my day as a college student.With the computer's specifications, do not buy this laptop expecting that you can play GTA5 or Overwatch. This is not, by any means, a gaming laptop. If you want to play video games on a laptop like this, you're better suited for very low-end games, such as Old-School RuneScape, Minecraft, Classic Doom series, or any old-school games from GOG. I haven't tested many games, primarily because of the storage limitations. The specs are faster than what was in the 90's, but it doesn't even compare to a high-end PC with an 8th-gen i7 and a GTX 10-series card, let alone the cheapest MacBook from Apple right now. You can run Rainmeter in the background and it won't burn out your laptop but try to animate a first-person rig for an FPS game and it'll most likely crash.The storage is my biggest problem with this laptop as of right now. Windows 10 requires at least 12 GB to function properly, so you absolutely cannot delete any of those files. Next, if you purchased this laptop straight from ASUS, you can expect there to be some bloatware (or useless programs installed by the manufacturer). That is already an additional, say, 1 or 2 GB. If you decide to install Microsoft Office, that takes up an additional 3 or 4 GB. So, by the end of all that, you're left with at least 10 GB of storage, if not less. It seems like enough for basic tasks, but don't expect to carry all of your favorite television series or videos you want to watch later. It's enough to store a ton of images, but definitely not movies or full TV series at a high resolution. Unfortunately, Windows updates will also use that storage, and depending on the update, it could be costly. I'd carry an additional flash drive or even an external drive if you're going to carry around tons of important data.All in all, I paid $240 for this laptop which, honestly, was a bit much considering its original price ($40 more than the MSRP). However, if you're on a super-tight budget and require a cheap laptop for basic tasks, I can say the little 11-inch computer can do what you need to do. If you're not sure on what to buy for a laptop but have no budget limits, I'd buy a MacBook. If you don't want to purchase a MacBook, I'd take the time to research into Windows 10 laptops and figure out what's best for what you want.I mean, hey if you want to look rich, the laptop looks like a MacBook if you buy the light gold-colored model.",3,1,5,4,3
1338,The size was exactly what I was looking for but the memory was very low,3,4,5,4,3
1339,Nice laptop. Cheap and quick.I recommend it for professionals. Windows in it is just for dummy reasons.,3,4,5,4,3
1340,We love it good price fast delivery,2,4,5,4,5
1341,"I love it, just having a hard time hooking it up to my printer. Can't understand what i'm supposed to do. Very complicated.",2,2,5,4,2
1342,The laptop arrives fast and in good shape. The size and weight meet my expectation. The laptop functions smooth. Good product!,3,2,5,4,3
1343,Works amazingly. Would recommend again. Thinking of buying a second one.,2,4,5,4,5
1344,"Great little computer for the price. It's fast, and nice for consuming media especially.",3,4,5,4,3
1345,I had received it only a few days of purchase. I am very satisfied with it. I plan to buy another soon.,2,2,5,4,6
1346,"This laptop is was so cool. I was able to multi task while working online as an ESL teacher. I can run a lot of application and it responded really fast. It can also get the highest internet connection from the broadband. It is really lightweight and the sound it was loud, louder than my old hp notebook.It was more than what I was expecting for. It even has an automatic installment of windows and there was like a bot that recognizes my voice the first to help me with the installation of the windows. I thought its gonna be hard to use the windows 10 but I was mistaken. It can also sustain a gameplay especially in LoL.One thing that disappointed me was the longetivity of the battery which was stated like ""8h battery life (full working day)"" but the charge is only lasting for 4hrs. NOTE: The battery is not detachable.By the way, I appreciated amazon in giving back the express fee I spent for this, since it had a delay in the delivery.",2,0,1,2,2
1347,"The Pros: It comes well-packaged. Setup is easy, though it takes time It seems to be made of good materialsThe Cons: It ran abysmally slow until I went into settings and manually had Windows 10 index all the files The keyboard layout could be better, with better placement of the arrow keys The keyboard is of poor quality. I'm a touch typist, and sometimes I have to hit a key twice to get it to register The function keys are poorly labeled Even after indexing, it seems to run slower than I would expect of a gaming laptop The screen resolution should be higher for the price",2,1,1,2,2
1348,"First let me say that I spent time trying to find exactly what I was looking for. I was nervous about the restocking fees at Amazon if I wasn't happy with it, so the decision weighed heavy. I have an 11 year old that I was looking for a computer for. I wanted something smaller than a regular laptop so it would be the right size for him. I also, since he is 11, did not want to spend a great deal of money. Funnily enough, I could find many 15.6 inch laptops for around $200, but anything smaller fell into the ones that could twist around and become tablets and such and were therefore crazy expensive. I tried the Lenovo Flex 3, but it only had 2GB of RAM and couldn't even load a webpage without spiking the memory to 100. So i saw this and reminded me of a Netbook. I was never really an anti-netbook person because I knew what they were for and what they weren't. So I bought this and used the Google extensions suggested in another review, and my son has been extremely happy with it. It loads every page he wants and allows him to type papers and such (I am using Google suite to save the limited space this has). Also, the size is perfect for him. So for under $200 with the 4GB of RAM, this has been exactly what I needed. If you want a multiple position one with a touchscreen, then this would not be for you, but still accept nothing short of 4GB of RAM and just know that you will pay more for those features.",3,1,5,4,3
1349,"This laptop computer was purchased for my daughter to take back to college. Her old one had a cracked screen and she saw this. She loves that it is smaller,more compact than her last.",3,1,5,4,3
1350,Runs as advertised but had to reset windows 10 and needed to look at outside website to find the the key buttons to access repair mode for windows 10. Its good for 1080p but 15 in screen not like any higher resolution is necessary.Acer needs better instruction manual. It plays fine just laptop fan to keep it cool. First laptop bought in 9 years,2,0,3,2,2
1351,"First let me say that I love Chromebooks in general. I have owned several of them: Acers, an earlier Samsung, Toshiba, etc. It's a wonderful platform and I recommend them highly. However, the Samsung Plus has been the worst of all of the Chromebooks that I have owned, unfortunately.It has been the most troublesome, from a hardware standpoint, compared to any of the earlier Chromebooks. It crashes regularly; at least once a day. It just shuts off and reboots. While rebooting itself is fairly quick, it takes a long time to reload my Chrome tabs. The shutdowns seem to be random: at one point if I close a tab it will crash, at another point if I just click on web page it will crash. It does run apps okay, some better than others of course, but in general I have not found the apps to be incredibly useful. The native capabilities of a Chromebook are good enough to where the apps are not something that I find incredibly useful so far. The other thing that I find annoying is the flip part of this design. Yes, you can make it tent, or make it be in tablet mode, but there is really no good place to hold the computer while doing this. If you try and grasp it by one of the upper corners you can close the Chrome browser, which is very irritating because you have to reboot the computer to get your tabs back; if you just reopen the Chrome browser you're presented with a blank tab and all of your previously open tabs, while in history, are no longer displayed. Also, when in tablet mode if you try to pick up the computer or grasp it you have to pretty much touch the screen, which can cause all sorts of unintended havoc. So for the next Chromebook that I get I think that I will forgo the flip part of the design because it really doesn't add that much and can make the computer very irritating to operate. Also I find that the computer is not particularly fast. I realize that part of this is that I don't have a broadband connection, just an ADSL connection, so it may be better if you are connected to a much faster service provider than I'm able to acquire. I do like the the precision of the pen and think its one of the best things about this model. The metal case looks nice and premium when new, but it does dent rather than just deflect like the plastic cases do, so that it looks a bit beat up after just a couple of months.Overall I do not think that this is quite ready for primetime, at least not for me. The premium cost is not really justified in my situation and I rather regret this purchase.",2,4,5,4,5
1352,"Wow, was not expecting this. As a bit of a techy, I'm picky when it comes to electronics, especially laptops. If something lags, or is generally not up to my standards, I will not hesitate to return the product. The Asus E200HA runs absolutely incredibly. The 4GBs of RAM really comes in handy, so if you get this laptop, make sure the model has 4GB of RAM. The process is good enough, I say that because the laptop is $199, what more could you ask for. The processor has not shown to make the laptop lag, stutter, or wait for it to catch up, definitely impressed with it. The build quality on this thing is ridiculous. Better made than my thousand dollar HP Envy. The speakers are also not bad, similar to the processor. Overall, this is a TRUE 5 star product. If it's available, get it.",3,1,5,4,3
1353,It was nce,2,2,1,2,0
1354,I bought for my daughter whose going 2 college. It runs really slow,2,4,5,4,3
1355,"Not a verified purchase, but from others' descriptions I wanted to add info that might be helpful. This appears to be a ""Grade C"" used computer. Unsure about the ""certified refurbished"" part, but NewEgg is selling the same one right now, and they note that they're ""Grade C: C grade refers to an item that may have cosmetic damages. Scratch and Dent products are systems with considerable cosmetic blemishes that do not affect performance. Scratch and Dent computers will not have scratches or pits on the screen, missing or illegible letters on the keyboard, or damage to the touchpad or palmrest.""The seller/Amazon should note that on this product description.",3,3,5,5,6
1356,"Initially I was happy with this product. However, after having it for 5 months it no longer takes a charge. We have tried a variety of other chargers but none have helped. The laptop itself/battery must not be any good- after only 5 months of light use, this is very disappointing. Buyer beware.",3,4,5,5,6
1357,"Overall it's a very nice laptop -- light, thin, with a very nice screen and a great keyboard. I'll just mention one downside: the i7 version gets HOT, uncomfortably hot to leave it on your lap (especially if you're wearing shorts!). I'll look for an option to slow the processor while I'm running it on battery, which might reduce the heat a bit without killing performance. All thin laptops have this issue, but just wanted to point it out.",1,2,3,2,4
1358,"Used computer under 8 hours and the computer would not charge. Manufacturer told me to send it back. Used NEW one for under 8 hours and had the same problem. What junk! They didn't even seem to be concerned, it seemed like a normal issue for them. What a waste of time and money.",2,2,1,2,2
1359,"Excellent Valuepros:-pretty much what everyone is saying, amazing performance for the priceno brainer to buy this instead of building a mid-high range gaming rig due to volatile graphics card market. Buying a desktop GTX 1060 6GB will cost you about 60% of the cost of this laptop.- Max-Q technology. This makes the 1060 about 15-20% slower than the full sized desktop version but it only uses 60 watts. NEVER overheats.- m.2 boot- does not look like a gaming laptop, can bring it to workcons:- display is too dim and doesn't have the best color accuracy for IPS- don't waste your time buying the option with the 5400rpm storage drive like i did, it's just far too slow- keyboard isn't greatFINAL THOUGHTS:I know the i5 version is cheapest, and I have to admit it performs very well. I can't help but think I am a little foolish for not shelling out the very small extra amount for the i7 16GB version.",1,0,5,2,2
1360,"After a couple of bad experiences with a competitive laptop, I decided to go for the new Microsoft Surface Laptop. I basically work over the Internet, work with Office 365 and keep absolutely nothing on my laptop.... everything is kept off the machine on an external drive. Because of that I decided to go for the i5, 4 GB, 128 Gig model. I felt it would be more than adequate for what I do... and I was right. I am by no means a ""power user"" that has multiple apps or programs open at the same time. If that is you, then I would recommend getting the i5, 8GB, 256 Gig SSD model. But that is just not me, so the base model works great for me.First of all, lets get out of the way the design, quality of build and the rather unique alcantara fabric keyboard and deck covering.... it's all top drawer. This is built like a tank, yet its in a form factor that is very thin and compact. Simply put, its a beautiful laptop. The keyboard is excellent with a good amount of key travel and they are comfortable to use. The track pad is as good as any I have used on a Windows machine. No, its not the glass type that you find on an Apple MacBook Pro... but that's ok. I personally don't use the track pad anyway... so not a big deal for me. The keyboard is back-lit and easy to work with in low light conditions.I do a lot of live streaming of content over Xfinity and this screen is as good as my MacBook Pro with Retina screen. I actually like this a bit better. The picture quality is crisp and colors are sharp and precise. It is covered in Gorilla Glass 3 so will be highly reflective if you have a light in front of it or outside in the open daylight. None -the-less, it's a beautiful screen and certainly at the top of it's class.The only drawback for some might be the lack of connectors and SD Card slot. The machine comes with a USB 3.0, 3.5mm Headset jack, mini DisplayPort and Surface Connect. I like the Surface Connect Power plug as it is somewhat similar to the old Apple magnetic connector... if you happen to hit it, it pops out without doing damage to the connector. Sadly, Apple did away with that on the latest version of the MacBook products. That said, I can see where I am going to have to buy a couple of dongles for connecting to various peripherals.The Surface Laptop comes loaded with Windows S... which is useless if you want to download any apps that aren't on the Microsoft Store site... like iTunes. You have the ability to upgrade to a 1 year free subscription of Windows Pro. It's $49 annually after the first year. I have no clue why Microsoft would sell their newest, higher end, laptop with Windows S. Maybe they will simply give in and allow everyone to upgrade and forget the annual fee. One can only hope. I upgraded of course and will continue to use Windows Pro.I guess the long and short of it is that I am just a regular guy (a Consultant) that uses his laptop everyday for everyday types of tasks. I don't do complex design, art or mathematical work on the machine with numerous applications open at the same time. As I stated earlier, that is just not me. This laptop is simply put, the best laptop I have ever had. It is a beautiful, well built, technologically strong machine that will serve me well for a number of years. I can't recommend this enough. It is a real winner and Microsoft has hit a home run without question.",0,2,3,2,4
1361,The computer stopped working little after the 30 day period. DO NOT BUY,3,2,5,4,3
