index,review,cpu,graphicard,hardisk,ram,screen
1256,This product stopped working after only two months. Not acceptable.,3,4,5,5,6
1257,Great computer.,2,0,1,2,1
1258,Very nice experience,3,2,1,2,2
1259,"For my purposes, this is the best Windows laptop under $1,500 right now. I bought this laptop about three months ago and it has been my regular machine for work. I am absolutely not going back to the old work laptop (HP 820 G3) and don't think I'd take the other Surface offerings.Things I adore:The 3:2, high-resolution touchscreen is hands down the best screen for getting things done on the go. This blows the prison issue HP Elitebook 820 G3's 16:9 screen out of the water, and, to my untrained eye, is as bright and precise as my 2017 Macbook Pro (used for home use - I like separation of church and state). The 3:2 aspect ratio is magical for the usual trio of Outlook, Excel, and Word.Things I like:In terms of form factor - this reminds me a lot of an older Macbook Air. It's just about the right size, and is featherweight. I'm satisfied with battery life, speakers, and performance. Docking (with one exception, mentioned below in the ""things I hate"" section) is easy and works every time.Things I don't like:The keyboard (lots of pressure necessary to type - much prefer a ThinkPad up to and including T420 keyboard), and general surroundings in alcantara. One of my cars has an alcantara headliner and pillars - which is great because I never touch them. The gray alcantara is begging to get dirty and I think I'm already seeing a bit of a shadow where my right palm rests.Would love a second USB type A port, and would love to have a Windows laptop that doesn't have coil whine. There's a hint of it if the room's silent - nothing like the Dell XPS 13 tried out and ended up returning last year.Things I hate:I'm forced to run a custom Windows 10 Enterprise image and I have scaling problems. My two external monitors are connected via a Surface Dock - two Planar specials at 1440p. I run the laptop at 125% scaling, and the monitors at 100%. No matter which Surface display/dock/whatever driver update I perform, I still have issues upon docking and undocking, that requires me to log out and log back in.",0,2,3,2,4
1260,"Keyboard stopped working after a couple of weeks. I searched online and apparently this is a common problem with Acer laptops. Im still going through troubleshooting it before I return it, but its been more trouble than its worth. I knew a cheap laptop was a risk. Buy something a little more expensive and you wont waste your time.",3,4,5,4,3
1261,"Complete junk! Do not buy! To keep it on it had to be plugged in, now the whole computer does not come on! Its only 3 months old!!!",3,2,2,4,2
1262,I bought it for College and I love it. Its lightweight and super cute,3,1,5,4,3
1263,Great for gaming,2,1,1,2,2
1264,Great Business Laptop just wish it was real Aluminum case not textured Plastic,2,2,1,2,2
1265,"Hi,I called Asus and they hang up on me.As you should know, I`m from Brazil, and i came here just to get my purchases. I got here on Tuesday I tryed to turn the PC on and couldn`t. After emailing you and calling Asus I took my PC to a Computer store and after testing they discover that the hard drive was broken. Because my flyght is monday I had to pay US$100 to fix it.I was buy on Amazon. I`ve being buy for many years, including several computers. This is the last time I buy anything from you.Thank youFrederico Giacomini",2,2,1,2,2
1266,"Great laptop, keyboard is reponsive and no issues with having to press the keys harder, backlit keyboard is nice, screen is sharp and makes it easy on the eyes, love to feature where it goes yellow at night. Only annoyance is the placement of the power button where a few times well I turned it off/on by mistake. But wonderful laptop overall.",3,2,3,2,4
1267,Excellent machine for the price. I don't care much for windows 10 wish Microsoft would sop messing up good products.,3,2,1,2,2
1268,"The cpu performance is sluggish, very disappointing. Running with basic apps only. Also no touch screen.",2,2,3,2,2
1269,Amazing laptop.,2,0,3,2,2
1270,Love it,2,2,0,2,1
1271,"When looking for a personal computer that had the processing power, memory, and capability of a $1000 computer for $500, this laptop was an obvious choice for an amazing deal. It is a ""business"" computer, however, it can be used for any function that you wish, it was just designed with the business person in mind. I am using it for college classes and it works great. There is no nonsense software that comes preloaded, only the expected programs.As the description states, it does come with Windows 10 pre-downloaded. You may get an error message on startup that your Windows version is not activated and receive an error code. DO NOT FREAK OUT. You did not get a pirated version of Windows, all you need to do is update the Windows version in your ""Settings"" and the error will be resolved and your version of Windows will reflect a registered, legitimate copy. The error has to do with IPv6/IPv4 resolution in communication with the Windows server that pushes updates.This computer is reasonably fast and functional, I have many tabs open and processes running and my characters appear as I type them with no lag whatsoever. The setup is VERY simple, you basically have to plug it in, turn it on, update your Windows version, and download Chrome or Firefox if you so choose and you will be set up. The Microsoft Office (Word, PowerPoint, etc.) is a trial version, so you may have to purchase the software if you need it later on down the road.The only negative aspect of this computer so far is that on the palm rest and touch pad, your hands leave obvious marks from the touch. A simple wipe down solves this, it is a minor complaint.Overall, this is a GREAT laptop for the money you will pay. For an average user, you may never use all of the memory available, and it will be fast enough for your daily browsing, school, or whatever it is you do on your computer. For the more proficient users, upgrading the hard drive or RAM is fairly simple and easy, all it takes is a couple of screws and you are where you need to be.",2,2,1,2,2
1272,this computer turns it self offthen you have to wait a while to turn it back oni do not recommend this computer,3,4,5,4,3
1273,"I just got my new laptop in the mail last night, and I am very happy with it so far. I read the reviews before I bought it, and I think a lot of the reviewers bought the version of this computer with just the regular hard drive. I sprung the extra ~$90 for the 128 gb sold state hard drive. When I plugged in and started the new computer up, I found it was very fast. So far everything is working very well, and I am happy with it. For this budget price, I think this is really an excellent buy!",1,4,1,2,2
1274,A little complicaded for me at 89yr. but it works!,2,2,1,3,2
1275,"Excellent computer, especially for the price!! I love this laptop - the SSD is extremely fast (startup takes less than 8 seconds), computer stays cool and quiet, backlit keyboard is beautiful, screen resolution is great, and comes with 3 USB ports. I downloaded the driver to dock this baby for 2 more screens and it works flawlessly. I would definitely recommend this laptop to anyone.",2,2,3,2,2
1276,"A great laptop. The weight is a killer spec. Only 1.6 kilogram which is 1.5 times less then my previous 15"" laptop. The screen is ok (better then my previous laptop but not as good as my desktop). SSD+HDD combo is good if you need both speed and storage. I initially thought that just SSD would be a better option so it would be a little bit lighter and spent less power (but would have less storage). Battery is disappointing a little bit (it is not a long lasting one. I initially thought it would be enough for a day, but it is actually for 3-5 hours of work).I like the keyboard and touchpad. As well as fingerprint which allows to log in quickly.Overall great product.",1,2,1,2,3
1277,"Don't buy this laptop. I am highly disappointed with this product. I purchased one as a backup to my work laptop and one for a client as a closing gift. I've only had it a week when it started to lag and freeze. Storage is horrible and other than how pretty it is, it may as well just be kept in a display case since it doesn't function properly. I just received a text from my client asking me if I purchased a warranty. Luckily, I can take them back. Such an inconvenience.",2,4,5,4,3
1278,"I thought I was ordering the laptop in the picture, all black, but what I got was a greyish color with a blue keyboard and was a Chromebook. Not what I ordered, but it seems to work well so far and it also came when I was told I would get it.",3,1,5,4,3
1279,I had just got the laptop yesterday from the mailing company and the laptop ran fine while I was using it by my parents house. When I got home it was like I had owned the laptop for 5 years and have several viruses and spyware on it. It took forever to start up during which time the fan got really loud. When the desktop finally came up it took forever for everything to start. Typing was delayed by at least 2 seconds. It became unbearable to use so I decided to wipe the hard drive clean and install a fresh copy of windows 10 64-bit. Of course I installed all of the necessary drivers. But then I notice while I was playing a movie that the sound was choppy I figured maybe it was the video file. I was wrong everything I played from any site or on the VLC player I installed every couple of minutes the sound would come off choppy for about 8-11 seconds. Now the other problem I noticed was the I was not getting the 5 GHz signal from the wireless options even though in the description it says that this laptop is wireless 802.11 b/g/n. I of reset my router and modem and still nothing. My iPhone and my wife's $250 Lenovo laptop which she has owned close to two years now runs faster than this laptop and can pick up the 5 GHz signal so I know its not a router issue. This is probably a factory defect or something. The laptop runs faster now that it has a fresh copy of windows installed but still sluggish for a new laptop and also the audio is choppy along with me not being able to pick up the 5 GHz signal from my Linksys router. I am highly disappointed in this product if you are looking for a laptop look elsewhere and save yourself the head ache. This is actually the 1st review I have ever written for a product I just had to express my disappointment.Update: I contacted HP about the wireless issue and it turns out that this model is not dual band so 5GHz will not show as a wireless option. You will have to purchase a wireless usb dual band adapter if you want the 5 GHz signal.,1,1,1,3,1
1280,"Works great, cheap, clean, would recommend.",2,2,5,4,2
1281,"I don't even know how long it's been since I've had a laptop with a CD/DVD r/rw drive, but I love that this ASUS laptop has one It is economical but still packs a hefty feature list, and enough RAM and storage for most casual users.",2,2,1,2,2
1282,Service was good. Received fast. But had to return. The keyboard stopped working. But until then was a good computer,2,4,1,2,2
1283,"Laptop build quality is phenomenal for the price. However the specs are sub-par and it has lots of random disconnecting from wifi issues. It also has a problem where it glitches when you open the lid. Battery life is great, keyboard is comfortable, trackpad is bad. Spend around $100 more to get an i3 Dell laptop which surely will last longer than this.",3,1,5,4,3
1284,I have always punched H P. Have never been disappointed.,3,1,2,4,2
1285,Exactly what I expected. Perfect lightweight laptop. Loaded. Very happy with purchase.,3,1,5,4,3
1286,The computer itself is nice but it is slow as molasses. Not happy with the performance at all,3,2,1,4,2
1287,great only wish the screen took up more space but looks great so good purchase for the price,1,0,5,2,2
1288,Best Purchase I've ever had.. -MSI GL62M 7REX 1050tiSold my acer predator helios 300 due to its shit screen even it's IPS but this msi model is just dominating over it.PROS:-bright screen AF even daylight I can play it-booting is so smooth-not noisy fan as other reviewers says-cooling fan is a big + never gave me too much heat playing dota2 and pubg with 65-75C temp-keyboard is epic-matt coloredCONS:- need to uninstall norton as it sucks a lot of my net speed- some bloatwares has to be removed-128gb ssd is not enough- need to completely reformat to have clean OS thats why I gave 4 stars.OVERALL:this laptop is recommended!,2,0,1,2,2
1289,"it doesn't work as well as would like. VERY slow, and I had to buy a mouse because the pad didn't function well at all.",3,2,5,5,3
1290,"Good computer, fast, beautifull colors, perfect present for my daugther graduation",2,2,1,3,2
1291,We ordered two computers for our daughters for Christmas and they were in terrible shape. Several visible damages. The back was even a different color on one of the computers. Cracks on the keyboard and one would not even close! This was definitely false advertisement!,2,2,5,4,3
1292,"Overall it's a very nice laptop -- light, thin, with a very nice screen and a great keyboard. I'll just mention one downside: the i7 version gets HOT, uncomfortably hot to leave it on your lap (especially if you're wearing shorts!). I'll look for an option to slow the processor while I'm running it on battery, which might reduce the heat a bit without killing performance. All thin laptops have this issue, but just wanted to point it out.",0,2,3,2,4
1293,"This laptop is awesome! I am amazed at the ease of use, lightweight and speed! I am super happy with my choice.",0,2,3,2,4
1294,love love love this laptop it works great very profeshinable also,2,2,3,4,3
1295,Worked ok long enough for it to go through all of the updates. 30 minutes into a game the screen went black. Sending it back.,1,0,1,2,2
1296,Fantastic performance for the price. I would recommend this to anyone and buy it again. Just uninstall the Dell bloatware and you are set!,2,2,3,2,2
1297,Valid Laptop,2,2,1,2,2
1298,"This laptop has a feel of very high quality. Also, the parts have good quality for the price. My wife uses it for studying, and leaves everything open. The memory in the laptop has been able to handle everything open, and the ssd drive makes the boot time quick. Another great feature is the battery life. It has a really long lasting battery. This is a good laptop for someone looking for a higher end model laptop for work.",2,2,1,2,2
1299,"Not the fastest processor and often gets bogged down running multiple programs, but to be expected for the price. A good investment for someone who just needs a simple machine for minor tasks.",3,4,5,4,3
1300,Everything I needed it to be. Great battery life and great performance online.,3,1,5,4,3
1301,"Absolutely ridiculous, have had it for a couple of months it has updated about 10-12 times and freezes on is all the time! Cant get it to restart, cant use it for internet. Pretty slow and useless, waste of money",2,2,1,2,2
1302,"The Stream is a pretty decent laptop for college students running on a tight budget. It's good for casual web surfing, playing media such as videos and music, schoolwork, and can even play some light gaming (League of Legends on extremely low settings). The only drawbacks I found since buying this in August was the storage space and mousepad. The internal memory goes up to 32GB and since it runs on Windows 10 there are updates that will take up the storage pretty quick. Also, the mousepad can be unresponsive and sluggish when moving the mouse around the screen. To solve these issues, you can either buy a microSD card (it can go up to 64GB) and insert it in the small slot on the right side, or delete some factory apps that are pre-installed on the Stream to save space, and buy a mouse (either USB wired/wireless) to make the best out of the Stream. Overall, I found the Stream to be an awesome buy for its price. It's not the best laptop nor a bad laptop but it definitely gets the job done.",3,2,5,4,6
1303,"This laptop is great. It Is super light. My gf love it. 32gb is too little for storage. You can add additional micro sd card to increase the storage space. Battery life is good. 4gb memory works just fine. Intel hd 400 can allow you to play some old classic games. So far i have try red alert 3, call of duty world at war and age of empires 3. All are able to run but dun expect frame rates to be high and the resolution to be fhd. It closer to hd. Won`t make much of a diff on 11.6 screen.",3,1,5,4,3
1304,Great features and value,1,4,1,2,2
1305,"So far, soooo good. It is super fast and easy to set up. Make sure you get an adapter if you only have USB devices...Making my mate jelly...",2,4,5,4,5
1306,"I LOVE all the functionality of this chromebook. It is fast and does exactly what I need. However, the exterior had scratches within days. The finish on the outside (although it looks nice) is very cheap. Also, the Samsung letters on the outside have already started falling off :/ such a bummer because I really love this chromebook. Definitely get a case!",2,4,5,4,5
1307,Got it for my son. He uses it for school and of course gaming. The battery is very good and performance is great too.,2,2,1,2,2
1308,"It's just ok. Battery is not that great and I am having extremely irritating issues with wi-fi. It continuously loses internet connection. The internet issue started about a month ago, a few months after I purchased this. It has trouble just finding a wi-fi to connect to and when it does it loses it. I have restarted in and shut it down, waited a while, and started back up and still internet issues. When you pay over $800 for a laptop you would expect it to work perfectly for at least a year especially since I don't do much on it",1,2,1,2,3
1309,Pricing was fair. This one better last through the college years!,2,2,1,2,2
1310,good price and works great and looks good.,3,1,5,4,3
1311,"I love this Chromebook.Great looking, very compact, easy to use and user friendly pc.I think it looks better than the Chromebook proBut the Hebrew support, not the best. Some things not working when you using Hebrew on this Chromebook.",2,4,5,4,5
1312,"The very worst computer I have ever had, All black, hard to find the on power button or finger mouse. Everything blends in with the all black. It is a major job to find stored documents or computer ops. my 5th P,C. and the worst.",2,2,1,2,1
1313,"Ive been using this for a day and at first the touchscreen with my fingers was a bit buggy and kinda still is but it is very responsive with the pen, however everything else is amazing. It is a super fast device and the keyboard is actually not bad. I'd recommend you all to buy this but you should know that chrome os is still an os that needs work.",2,4,5,4,5
1314,I love this thing. The best laptop I've ever owned.,2,0,3,2,2
1315,"Great little laptop, nice screen resolution and fast processor. My only issue is it only has one USB plug and no SD card slot",0,2,3,2,4
1316,"Just horrible. Slow, crashes all the time, and generally just a horrid computer. Stay far away",1,1,1,3,1
1317,works OK. Had trouble getting the updates completed. After updates work ok.,3,2,1,2,2
1318,"A little heavy for my preference. It does have a bigger screen, so it makes up for it.Also, it seems like is large enough to have a ten key, but they didn't include it.Everything else about this computer is awesome. It's fast and very comfortable to type on and runs programs without issues. Not too much bloatware either.I'd recommend it.",3,2,3,2,2
1319,This is my first Chromebook and I love it,2,4,5,4,5
1320,"Great laptop , setup was easy , easy to use . so far battery lasts as promised",2,2,1,2,1
1321,"This is a very sturdy and solid laptop, that is one thing I like about Dell laptops. Aside from the specs, the screen is well suited for gaming since it has a higher response rate than IPS screens. Recently have upgrade my 8GB Ram with another 8GB ballistics Crucial Ram totalling to 16GB and upgraded to a 2 TB Seagate with the extra cache included. Response time is amazing. Only left is to put the SSD. One thing though... When i was taking off the HDD bracket.. Three screws were locked so tight that i had to precisely cut the bracket so i can have at least half of it to put it back with the newly upgraded HDD. Now.. Dell.. Unfortunately wamted me to pay to it the service. Even under warranty within the first month and a half ..it is technically a defect, and they want me to fork over forty something dollars and send it to the service center also, and i can't do it cause i am in college.. Although i would not take a star away.. but i really dislike dell costumer service because of this..",1,0,1,2,2
1322,"I'm really disappointed with this Product Is a brand new computer but I'm having problems with it, sending me fake messages from Microsoft that is having viruses, last time some body almost still my financial information. How can I get support because I don't trust to call at the phone number they ask me to call.",3,4,5,4,3
1323,"I am very impressed with this so far. I managed to run GTA V Online smoothly on this pc at ""normal"" graphics settings. That's pretty impressive for the price as it is a very system demanding game. Plus, it looks pretty sleek. The battery doesn't last long if it's not plugged in but it's not intended to. This pc is intended for performance which takes power. If you need something that is going to have a long battery life for hanging out online or doing homework, you'll want to choose something different. We have only had it a week so I will update with any issues that arise.Dropping this rating to 3 stars. After just under 2 months of use - the keyboard stopped working. I tried to update the driver, was up to date. Tried to reinstall the driver, that did not repair it. Then I made the mistake of just shutting it down. Well...the power button is ON THE KEYBOARD. That means, once shut down, I was unable to turn it back on. It's now being sent in for repairs.Bumping this back to 4 stars because acer repair was very fast. However, they asked that I send the pc in the original packaging, but did not send it back to me in the original packaging, so now I no longer have it should anything else go wrong.",2,0,3,2,2
1324,"This computer arrived promptly, the box was in excellent condition. I upon opening and turning on the computer for the first time, I had just over 80% battery life left for operating. I noticed that this computer was not exactly crisp with moving window to window and transitioning from one program to another. I need this to multi task for school and although this does the job, I am sad to say it isn't as quick as I was hoping for. For a few hours everything and then windows and other updates were prompting. I started to update programs and had an error with HP accelerometer program. I successfully deleted the program restarted the computer and reinstalled a newer driver edition. NOW everything is running without any issues.The battery life is very disappointing and the fact that HP states 9hrs of operating is just crazy. I have on a full charge been lucky to get 4.5 without the backlit keyboard and with power saving options selected.Overall I do recommend this computer if you are in need of something that is very light weight and easy to carry around, just make sure to bring your charger. I like how it doesn't contain a lot of bloatware that all too many computers to date seem to provide.",2,2,1,2,3
1325,Used for 1 week and the laptop has been powering off randomly multiple times a day.,3,4,5,4,3
1326,"As a student, im not exactly rolling in money but needed a laptop for school so a Chromebook was a given. This product shipped on time, had no visible scratches and the cheapest i have found and has had no problems in these first few weeks. The only thing thats not quite as good as i wanted (given the price isn't a big deal at all) is just the track pad is a bit finicky. all being said is a solid product and i wasn't even able to tell it was refurbished.",2,2,5,4,2
1327,"This computer isnt the worst computer ever. But it isnt the best either. Initial startup was quick and easy. During the first couple of days it did many updates as usual for any new computer. But after that it was still very slow and the fan was really loud. Even if I was just browsing on google the fan would start up and be really loud. Speed was very unpredictable as well. Some days it worked great and other it was absolutely the slowest computer Ive ever had. However, it is very beautiful and the touchscreen worked wonderfully. Overall, I wouldnt really recommend this computer. I would do your research before buying any electronic device.",1,1,1,4,1
1328,"Pros:1. Runs games fine - a couple of frame drops every now and then but mostly everything is smooth. That 1060 Max-Q GPU will handle most current titles on playable settings but don't expect to max out your settings on the newest AAA titles.2. I've also used it to edit some short <10min videos and it handles that without much of a hiccup either.3. I've seen a few complaints about the screen but for my purposes, I've found it quite clear.4. Battery life is decent when not plugged in. I haven't tested how long it will last but i've used it for web browsing and YouTube unplugged and 3 hours later it still had around 50% battery life. I suspect it will get 6+ hours on light to moderate use.Cons:1. It's a little big and heavy so lugging it around for a long time isn't ideal.2. The keyboard isn't the best. But I use a Lenovo T-series for work so it might be a bad point of comparison.3. The bezelsaround the screen are around 2cm all around (close to an inch).All in all I can't fault it. Considering the price, this is a great laptop - possibly the best value for money at it's price point!",1,0,5,2,2
1329,Love it.,2,2,5,4,3
1330,"Anazing laptop so far I have had it a month no issues I play PUBG , League , fortnite and more all smooth on the highest settings and PUBG actually loads textures well. I recommend you utilize the SSD if you dont know what it is its the D drive and install games there so its smooth sailing.",2,0,1,2,2
1331,"A nice laptop, I highly recommend. A lot of computer for a great price.",2,2,1,4,2
1332,Mine was properly sealed and a new one. and it was dell inspiron 13- 5000 having a touch pad i think it was an upgraded one from dell.since everything was at the right place and nothing wrong. mine had a nice case and the keyboard was backlitting. but as you can see in other reviews as well it has a bit of heating up problem so please be aware of it when you purchase it.Actually im useing it now and it heat ups quite a lot and has a quite big noise.,3,2,3,2,4
1333,Works great!,2,2,3,2,2
1334,"When it works right it is a great little laptop. But the rest of/majority of the time it struggles to find wifi signal and is constantly shutting down and restarting with the blue screen of death. I just bought it 7 months ago and it's already useless. I treated it well, kept it in a protective sleeve and nope. Save yourself and spend a few extra bucks for something that'll work!",3,1,5,4,3
1335,"One thing you need to understand is that the Android app support is in beta mode. The tablet functionality is still very much in development. That means when you switch over to tablet the experience will not be iPad or Android tablet-like. Some apps may freeze, crash. But others work well. I've used Adobe Acrobat Reader to comment and highlight documents, which I then upload to Adobe's document cloud and view them on my PC. There are no issues. My Kindle app performs well as well. Some of the handwriting apps work beautifully with the pen.The screen is the best laptop screen I've used at any price. The images are clear, crisp and exceptionally bright. The touch screen is very responsive. Battery life is good, the system is lightweight and it seems to travel well.If you are complaining about a lack of backlighting on keyboard, well, that shouldn't have been a surprise.",2,4,5,4,5
1336,"just perfect, really solid ,like how the charger light",1,0,1,2,2
1337,easy to put in a ssd in place of the hdd,2,0,1,0,1
1338,I got tired of using older computers from work as a personal computer. Got tired of just minimal specs. I wanted FAST! I wanted 4 cores hyper threaded (8 logical processors). I wanted at least 2 GHz cores. I wanted 16gb memory and I wanted fast memory. I wanted a better resolution than what I had before (1366 x 768) so I could see more of each app I was using. And I wanted to finally have an SSD drive. This system was exactly what I needed. It's literally perfect. It boots up in 30 seconds. I no longer wait for Photoshop to open. I no longer wait for my financial app to open. Everything about it is super fast. I would recommend this to anyone needing a fast laptop.,1,0,1,2,2
1339,I'm very impressed with this 2 in 1 laptop. I have been using it daily for 2 weeks now and have had no problems at all. It's light and sturdy and the hindges are very good. I work on the go 5 days a week with children. This laptop has made keeping up with paperwork a breeze and I also let the kids use it for educational games and apps. I also enjoy drawing so the pen is definitely a plus and feels natural when drawing. I recommend this laptop to everyone.,3,2,5,4,3
1340,"Gaming machines are Windows computers that actually work. This is a very solid, sleek, fast laptop.Pros:- Fast i5 enhanced by a dedicated Nvidia 1050 GPU to take some load off. The i5 in this machine benchmarks at 80% of the speed of an i7 @ 3.30GHz using CPU-Z in single threaded mode, but in mult-ithreaded mode the i7 is over 10x faster. Some of that difference could be the laptop is running single channel memory from a single 8GB SODIMM, instead of a matched set of RAM cards in most desktops. In real world use, Windows 10 is such a pig and so slow anyway, that installing a single, larger, cheaper SODIMM is the smart choice for overall performance, because having more slower memory is faster than having less faster memory. But adding a second, matched 8GB 2400 SODIMM to bring the machine up to 16GB would likely speed up the machine some.- I think the design is gorgeous: simple, reasonably thin, very rigid- GREAT GREAT GREAT front facing speakers, for a laptop. Spacious stereo imaging and the laptop actually gets loud. There is even a little bit of genuine bass. A lot better than low end external speakers, and on par with a Beats Pill.- Keyboard has a nice feel, and the backlighting is just right. There's a little light bleed from around the keys that is inconsistently bright when viewed from a low angle, but overall the backlighting is good.- The IPS screen is impressively bright and sharp, but it is not nearly as colorful as my Dell Ultrasharp2913UW when attached as an external monitor (photo comparisons attached). Note: the external monitor in the photos is being driven by the Nvidia chips and the laptop screen is being driven by the Intel chips, which might have some impact on color quality. Yes, the color of the laptop screen is inferior to a pricey external monitor, but it definitely looks better than 90% of laptops out there, and it is an IPS unit, not a TN. Based on the poor screen reviews here, I thought this came with a TN screen so I bought a third party IPS screen model # AU OPTRONICS B156HAN01.1. The replacement IPS screen was slightly less vibrant and less colorful than the Dell, plus it suffers from much worse light bleed near the corners and has two very annoying hot pixels right in the middle. Both screens are AMAZINGLY sharp, much sharper even than my Dell 2913UW, but also a lot smaller with the same 1080 vertical resolution. So the other reviewers are wrong, new Dell 7567s DO come with an IPS screen--confirmed. The attached photo that is missing the laptop's screen bezel (white wiring exposed) shows the OPTRONICS B156HAN01.1 screen--the color and brightness is no better and the Dell's IPS screen, maybe worse.- Three USB 3.0 ports- Dell's great 7Amp external power supply.- Not too heavy and feels solid.- Supports a 4K second monitor. The 1050 drives the second monitor by default to provide excellent gaming speed and video editing power.- One screw, easy access to the RAM and HDD/SSD bays. Awesome!Cons:- The Dell 5000 has the almost the same specs for $100 less, except the great gaming case and speakers, but that i5 is a gen behind and the screen is lower res.- Dell screwed up the bios settings, making the exellent Samsung 960 M.2 Nvme SSDs incompatible at the motherboard level. Depite the horror stories, I gave it a go anyway. The Samsung SSD slides right into the empty slot (my config came only with a 1TB HDD). Once installed and unformated, the Dell sees it right away, so cloning the existing HDD boot patitition to the SSD is a breeze. But once formatted, the SSD disappears. The trick was to return the BIOS to it's default settings. There is another option to return to ""factory"" settings---dont pick that one. Now the Samsung M.2 SSD works great. Boot time dropped from 39 secs to 19 secs.- The motherboard treats an advanced SSD as a basic SATAdevice, so Samsung's free Magician software has none of the advanced, high speed features enabled. Bummer.- The included 5400RPM mechanical harddrive is slow and it slows the whole machine to a chug. I wouldn't even consider using this machine with Windows running off that hard drive--way too slow.Overall Conclusions:- Adding an 250GB SSD then cloning it to be your boot drive adds $150 but makes a huge difference running all applications under Windows 10.- The cheaper i5 is very competitive with the i7 in single threaded mode (productivity applications) but is only 9% as fast in multi threaded mode.So if you are buying this gaming laptop because the usual productivity-focused laptops are generally garbage, go for it. If you are actually buying this for gaming, I would DEFINITELY spring for the i7 version, since it has an Nvidia 1050 ti instead of base 1050, has 10x faster multi-threaded CPU performance, and it comes with more RAM and a small SSD as standard. That said, if the SSD uses the 2.5 inch drive bay, you're going to have to remove it for more storage and buy an m.2 SSD.Overall, this is a really great and satisfying laptop and I'm glad I bought it.",1,0,1,2,2
1341,It arrived exactly as described and timely.,2,2,5,4,3
1342,Cheap. Slow. And worthless.,3,4,5,4,3
1343,"I've had this for one month. The fan is CONSTANTLY running and driving me crazy. Several times it just turned off without warning. It is too slow to handle Netflix or Amazon video without the video lagging. I'm fed up. At most, I have a few tabs open in Google chrome, iTunes, and Word, but even just Google Chrome makes this computer overheat.",1,4,1,3,2
1344,I Received this product today only to open the box and only had half of the charging cord!! Not cool,2,4,5,4,3
1345,It is very cheap laptop. With great opportunities. You can use this in office.,3,4,5,4,3
