index,review,cpu,graphicard,hardisk,ram,screen
969,The notebook is very powerful and stable. It worth more than the price.,2,0,1,2,2
970,"Great buy....speed, memory and style. I ended up on the right side of a purchase with this. Highly recommend.",2,4,1,2,2
971,Cannot even go on amazon with this laptop cannot go on facebook will not be able to play steam games im writing this review via phone chrome os is garbage do not buy.1 hour laterOut standing it has now frozen shut non responsive. Not blaming the over all producer i think i just got a sub par one,2,2,5,4,2
972,Does exactly what I needed it to do.,3,1,5,4,3
973,works great,1,4,1,2,2
974,The battery lasted for only 2 hours and it glitched even when i tried to reset the laptop and it wont reset,2,2,0,2,2
975,"OK, so I was eyeballing this laptop for 2 weeks. Each time I wanted to order it the stock/shipping option on Amazon was not very appealing. However, I guess I got lucky, and I ordered it on Saturday 10/15/2016 (when was in stock) and received this laptop today 10/18/2016.Pros (for me) :- lightweight- good battery life- good speakers- good travel size- good for watching movies and web browsing- Windows 10 64 bit , 4 GB RAM, microSD port, fast A/C WiFi- casting videos to smart TVCons: (based on my opinion)- Hard drive is small - usable space is around 14 GB, 64GB would be perfect; but, this one is not a biggest issue for me - 128GB micro-SD card or USB are cheap.- USB ports only 2 - additional USB 3.0 port would be awesome.Bottom line :For $199 it is a pretty good laptop for basic computing i.e watching videos, playing music, web browsing, and basic office/college tasks.Not sure about gaming.",3,1,5,4,3
976,Christmas presents,1,0,1,2,2
977,My computer came with a bad battery,3,2,2,4,2
978,"So far its working awesome and is very fast, just what I needed for portable Windows and the price was the best.Make no mistakes, this is NOT a netbook, it runs full on windows and can keep up with a laptop twice its price",3,4,5,4,3
979,A very pleasant surprise. Seems quite snappy and a very good value for the money.,1,4,1,3,2
980,"Product came as espected. I paid a good price for it ($630) but I wouldn't recomend to buy it for $700 or $800, as it would be too expensive for what it comes with.",1,0,1,2,2
981,"Great device. Looks good and performs well. No regrets with this purchase. This is my second Chromebook, I still have, and use, a Windows laptop but despair of the issues that these devices have. The Chromebook is just a simple appliance, which is what I want most of the time.",2,4,5,4,5
982,"Love the laptop. My only complaint is the felt cover on the keyboard area I don't care for.Also, I do not like that there is not a default DVD playing software like W. Media Player used to do, so I had to DL VLC.however, the upgrade to Windows 10 pro was free and painless. I am looking to get the pen as well. Pretty good laptop overall. My use is for heavy excel use and online school.",0,2,3,2,4
983,"As it comes, does not even have enough memory to open the internet 9r Microsoft Word. Ended up buying a different computer.",3,4,5,4,3
984,"This computer has been listed in both the bulleted product description and in an image as having an 'all day' 38 WHr battery, which is certainly true of the previous version that I also own. The one that is currently shipping and that I just received, however, came with an 18.75 WHr batter that is already showing 7% battery wear before any use and that is going to provide no more than 7-8 hrs of battery life brand new (dropping thereafter as usual). Clearly as part of cost cutting Asus downgraded this system. MAJOR FAIL. Back it goes....",3,1,5,4,3
985,"I bought this laptop mainly for traveling so the size was my biggest concern . My main goals are to just use it for basic web browsing and writing documents. I am so far very satisfied with it. The size is great and it is very light, I believe its just under two and a half pounds. The keyboard is smaller than a full sized laptop but it works well enough and the keys have a nice feel. The screen is good enough, the colors are a little washed out but at the price point its no big deal. The track pad is very smooth and responsive. It is powerful enough to play minecraft smoothly if you lower the settings but don't expect to play any games on this machine. One thing I don't like is the charging port is small rectangle, I feel that it is a little flimsy, time will tell how it holds up. Overall I'd recommend this computer for students on a budget or for anyone that needs a light portable laptop to do light tasks. You get a lot for your money with this machine, but we'll see how it holds up in the future.",3,1,5,4,3
986,I just got mine yesterday and so far I love it. I will updated my review if any issues come up. I can run Dark Souls 3 on high settings and get 40-50 fps. Laptop doesn't feel cheaply made and honestly feels very nice which suprised me. Also if you do get this product make sure you update everything before using. I noticed a few issues before doing so but as soon as I updated everything and rebooted it ran perfectly.,1,0,1,2,2
987,"This is my first Chromebook and I love it. I'd been looking at them for a long time, but really wanted a little more functionality than they contained. Once they got Android apps, that clinched it for me. Once I started looking, this was the clear winner because of the build quality and beautiful screen. I really wanted to avoid the typical plastic-y and cheap feeling Chromebook and this does a great job of avoiding that.Of course, this is a Chromebook and I wouldn't be able to use it as my only device, but it makes a great addition to my desktop. However, I wouldn't recommend it as a laptop replacement if it was my only computing device. Also, the keyboard is decent but it's definitely more of a tablet replacement than laptop replacement because there's no way I'd want to type more than a few paragraphs at a time on it.",2,4,5,4,5
988,Chrome is the pnly way to go,2,2,5,4,2
989,"This was a real disappointment. The build uses cheap parts. I found out after many hours of trying that one of the USB ports does not fully function. So, some devices work but others don't. Took a long time to figure out, so it is out of warranty. It is not the peripherals, because they work fine on other machines. This is just very cheaply built.",3,1,2,4,2
990,Screen freezes up to much!,2,2,5,4,2
991,"Overall, the laptop works well while having an appealing design -- however, there are many different factors that will make you hate this computer. First, the graphics are terrible -- even with Intel integrated graphics, the computer cannot manage to perform tasks that are simple in terms of graphical demand. While the computer can run videos on YouTube, it cannot manage to run Netflix (I have 150mbps, so it is not due to my internet connection). The image usually appears extremely blurry, and there is nothing you can do to resolve this issue. Secondly, the speakers sound average at best, but the major issues are due to the speaker's location, which is directly under the computer -- you must have the computer on a straight, solid surface in order to hear the sound -- placing your laptop on your bed or carpet will make the sound very difficult to hear. Thirdly, the battery life is terrible -- if I'm doing the slightest amount of work on my computer, the battery is dead within 1-3 hours. Lastly, if you are into gaming, this computer fails in every category. Obviously, this computer is not designed to handle gaming, but playing games that are very basic, two dimensional, and primitive can barely run. On the plus side, this laptop will fulfill all of your basic needs (Word, PowerPoint, email, small projects, video chat).To reiterate, here are the pros and cons:Pros:- Lightweight- Attractive Design- Performs Small Application Very Well- Light-Up Keyboard- Easy-To-Type Keyboard- Can Handle Programming- Overall Reliable- Thin DesignCons:- Highly Overpriced- Fails To Run Many Applications- Bad Battery Life- Graphics Are Terrible And Replacing The Graphics Card Will Not Help Much (It Is The Computer Itself)- Cannot Be Used For Entertainment Purposes (Netflix, Gaming)",1,2,1,2,3
992,Performs awesome!,2,2,0,2,1
993,"Love it. Great screen, nice size and Android apps work well.",2,4,5,4,5
994,"I have had this laptop for a month, and I use it just about everyday for school and work. It is perfect to take in my backpack! So light and portable. The battery is strong and lasts more than long enough.. Most I have used it for was 10 hours in the library for online math homework. Reception and connectivity is a breeze... It connects to the wifi no problem! Gold is a sexy color too! Yes, It is a little smaller than your average laptop or macbook, but the resolution is good and I find it easy enough to read. The body feel is a heftier more hardy metal than I had seen in other windows models around town. I was personally shopping a TON to decide on a laptop in the 180-350 price range, and it was so hard to decide which laptops were riskiest vs going to be worth it... I decided on this windows ASUS over a google chromebook and I am SO happy I did! ASUS Windows = a great machine. Microsoft edge is also surprisingly fast and useful. The keyboard is quite nice to type on and overall it feels sturdy and the clicking has a ""snappy"" feel that makes working fun.Here is a video of me un-boxing it.SIDE NOTES*Buy a sleeve to go with it for safe keeping.*Get a 3 year warranty! It was 60$. I got one. Have not had to use it yet though.*I have a WD passport drive that I use to store my documents and files, so the hardware disk space wasn't a big factor in buying choice for me. It is a great idea to get an external drive, if you don't have one, get one!",3,1,5,4,3
995,this computer had everything we wanted & needed. I have had NO problems with this computer since day one!,2,2,1,3,2
996,"Like another reviewer, I ended up with an upgraded version of the base-model you see here. So, while I ordered this one, I actually received the 13Z980-A.AAS7U1.Pros:-This is super compact, super thin, and super light.-This is great for work (especially if you commute via public transportation when every ounce counts).-Likewise, great for students with backpacks full of chemistry and calculus books (this adds very little extra weight).-The battery life is impressive (about sixteen hours).-The back-lit keyboard has three settings. It is a nice touch. (It is especially great for the student in your life who is sharing a dorm room and trying to knock-out that overnight paper!)-The matte finish makes this fairly fingerprint resistant.Neutral:-Emulates MacBook layout and ports. (Great if that is a layout you enjoy/prefer).Cons:-There are warnings that state that this computer is known to cause cancer and that the user should wash one's hands after use. Hence, this may not be the best choice for children and adolescents (who may forget to wash their hands).-Although the hinges on the screen are excellent, the screen does slightly wobble as one types.-While not rated for gaming, do know that this laptop will not perform well with games like Dragon Age II or Witcher 3. So, if you were hoping that this could be your gaming computer on the side, you might need a more a powerful laptop.All told, I was truly impressed with the overall capabilities of this laptop. It is fantastic for travel, great for spreadsheets, perfect for watching videos, and has almost ZERO bloatware (I was really pleased with that!).Highly recommended!",3,2,3,2,4
997,i like how light it is. its super sleek and nice looking. i dont like how there is no cd player and no usb port. i didnt know that it didnt include those features. i also don't know if you can extend the one year warrany it comes with.,3,2,5,4,3
998,"Features that wow:Price vs value equation due to discrete Nvidia GTX 1050 graphics processorUpgraded i7 Kaby Lake with less heat, lower power consumptionFast boot with 128 G SSD hard driveGood screen with low light leakageRed backlit full size keyboard with number padUnderstated styling (low bling), but enough to be happyBright TN screenRelatively solid build, soft touch plasticsLow fan noise even under loadRelatively low weight at 5 lbsFeatures that are less impressive:Plastic everywhereSound is averageDell is not known for making its own Dell branded computer gaming powerhousesfor that you have to jump up in price and bling to Alienware. With Dells dedicated Alienware brand you get lots of bells and whistles, including molded style metal cases, very solid builds, full lighting controls, generally nice specs and higher prices. Why change near mid cost perfection with the same case and essentially same innards as the prior i7559 build? This current computer is almost the same with the better Kaby Lake chip set and mostly the same Nvidia GTX1050 (vs GTX 960m). Styling wise the Inspiron is not Alienware, but with some nice red accents on the rear facing under screen grill and a red Dell logo on the lid, the Inspiron distinguishes itself as not your fathers Dell. [Full disclosure, having owned and upgraded from the prior Alienware M11X R3 laptop along with an i7559, I do love Alienware laptops.]First, Kaby Lake intel i7 chipset represents one of the best solutions to lower heat, lower power consumption with higher performance than the prior generation. Same for the Nvidia GTX1050which performance wise during gaming, produces less heat and uses less power for similar performance (if not slightly higher in actual use!) than the prior equivalent graphics processer GTX960. This means that a gaming laptop can be built without it being a vacuum cleaner or jet engine for heat control at load. The current Kaby Lake i7 chip is highly acceptable and powerful enough to run just about anything you can toss.The 128 G SSD comes loaded with Windows 10 and it is suggested to jump immediately to updates at Microsoft and Dell for the latest drivers. [I moved immediately to W10-Creators and had no issues.] I was hoping that under the rear screw panel there might be room for removal of the 1T disc based 5200 RPM HD for replacement with an SSD, but no such luck. I suppose it could be done but it was not turnkey like a couple of prior iterations of this same laptop case. Startup is quick with the main operating system on the 128G SSD, at less than 30 seconds under normal circumstances. The 1T hard drive operates acceptably with Steam game files and other data in place.So Kaby Lake i7 and Nvidia GTX1050 is a perfect lower cost, lower heat alternative and partner with improvements over prior Skylake  GTX960 combo? Yes it is. No, it is not a GTX1060-70-80, each with progressively faster game frame rates, and higher quality settings during gaming, but most will find the 1050 a good alternative to higher prices. Gamers should and would question if the GTX1050 will play the games they want to playand the 1050 may have limits depending on the game. For the games I play the most, I can report full functionality with high settings and Physix running on high settings for all the Borderlands series games, Fallout 4, and DOOM on this capable Dell Inspiron. While I cannot report on actual FPS, there is no obvious slowdowns in full action movement for these games. This laptop does like to be plugged in for game play at these levels, which I am used to from prior laptops. If you are not plugged in, you may have some movement and frame rate stutters in more demanding games at higher settings. The Nvidia 1050 provides low heat output at load. This Dell runs quiet with no audible fan noise at normal loads and tasks. When pushed during gaming the fan is audible but is very quiet so you would not necessarily need headphones during game play.The keyboard itself is good with a bit of play and solid feeling but no noticeable flex. Not mechanical but adequate. It is friendly to gaming and touch typing with full size keys and a nice number pad. Red LED lighting can be turned off or dimmed.The 15.6-Inch FHD TN screen has wide viewing angles, is very bright, and good color representation. As an improvement over the prior 7559 version, this sample does not have any border light leakage.Mouse pads are a sore point with many. The use of single surface pads is happening more and more, and often a source of issues. Having a work based ThinkPad, with a mostly unusable integrated pad, I always jump to a dedicated mouse. The Dell Inspirons pad is a bit better with mostly positive and separated sections for right/left buttonsalthough the offset may not appeal to all. Of course, if you are buying this laptop for gaming, you are already going to use a dedicated mouse.Sound quality is acceptable with good stereo separation, although the subwoofer is certainly not earthshaking. Strangely enough, out of the box, some diagnostic work was required and drivers had to be reinstalled due to no sound. Admirably, Windows made this simple with a quick restart.So, should you buy this laptop? Personally, for the games I play and the tasks I do, this is a great laptop for the price, albeit not perfect . You should consider what games you may play and read additional reviews regarding the suitability of the Nvidia GTX1050 for your own uses prior to jumping to any system that has similar specs. Great value and recommended.",1,0,1,2,2
999,"Was an OK computer, but ordered the more expensive model, which was worth the extra $100",3,3,3,2,4
1000,I got my item today. But someone's finger prints are all over on the screen and someone used this before i got.,2,4,5,4,5
1001,"The Asus Zenbook Ultra-Slim Laptop is everything I wanted.I purchased the 8th gen i5 core and is by far the best laptop I owned for such price.It's very slim, works super fast, and that touch-screen login is just AMAZING.The fan sometimes briefly makes a loud sound you're running too many apps, but that never bothered me.The battery time is by far impeccable. This thing lasts me 8-12 hours depending on the apps I'm using and the brightness setting.The screen is a bit flimsy and not as sturdy as most laptops (as in it kinda shakes when you move it around, but not to the point where it's a flaw in my opinion.)I'm just completely in love with its design and everything about it is delightful to me.",3,3,3,2,4
1002,My son can't put it down,2,1,2,4,2
1003,"The bad: it scuffs easily.The good: super slim, convertible, great display, seems to keep getting better with frequent OS updates (the unlock-by-phone feature only worked intermittently when I first purchased, now it works about 90% of the time?). Comes with a lot of freebies (6 months of Netflix, etc).",2,4,5,4,5
1004,Worst and stupidest laptop. It doesn't let you do anything due to 4 GB memory. You cannot even save your resume or a single super light weight document. It stopped even connecting to the wifi and giving me such hard time. I wasn't able to even buy the microsoft office later and install it due to the small memory it has. I would say NEVER waste your money for this stupid product and the stupid people who made it.I cannot connect to the internet either. This is extremely frustrating and I have been having such a hard time thinking the problem was with my wifi. Until I used my friends' computers and I saw the difference. I would like to return this laptop and get a refund if no one can help me fix the wifi problem.,3,1,5,4,3
1005,who sales a laptop without the complete adapterunable to charge to even see if the dang thing works.,2,2,3,4,3
1006,"I love(d) this little sucker! It lasted me 1 years and 1 month before the battery completely pooped out on me (OF course after the warranty). It is so portable and light, and even after a year of falling, a spill, and crumbs falling on it (college laptop), this little guy has been more reliable than my SO's $1,000 laptop. I got this when it was $179.99, and it was a steal. I would repurchase this dude again if I cannot find a battery replacement, but I hope the price comes back down to a reasonable price, $399.99 is WAY too much. Honestly, this is a perfect computer for any commuter or student in the upper years of schooling. It also allows for expandable SD card memory which is a must for a science major like myself. I recommend to every person who passes on this sale, DO IT! I will update if I can find a battery or not!",3,1,5,4,3
1007,DOWNGRADED to 2 stars because of the supplied Operating System. Don't buy unless you're willing to format. The Win 10-Home that comes with it is USELESS. I'm losing many hours of work because the unmanageable updates are constantly breaking my programs. The audio pops all the time and the video on my HDMI began to spaz out after one of these unrequested updates.UPDATE: upgraded to Win 10 per ASUS support suggestion and it has solved NOTHING !! It's fast but all the quirks will drive you crazy. Go find a Toshiba or Lenovo.UPDATE: ASUS support completely clueless. Tells me to format. They have no real 2nd tier knowledge to solve problems. They just e-mail people telling them to format.,2,2,1,2,2
1008,The best laptop I ever found. This laptop is powerful enough to do anything I put it. I can play games at high settings with no problem on some. For example I am able to play black ops 2 at ultra settings.,3,2,0,1,2
1009,I purchased this laptop computer for my 36 year old son in law for early Fathers day present he said he loves it and it works great!,2,2,5,4,2
1010,"Overall I am satisfied with this product. The keypad is a bit hard to use, doesn't always click right away, but I suppose that's the price to pay for a lightweight laptop.",2,2,5,4,6
1011,"It doesn't look like much closed, and it has a very lightweight, plastic feel which makes me question how durable it might be if carried around and moved a lot. The lightweight construction does make it comfortable and easy to carry. It is a nice, big, full-size laptop that seems like a great model to send off to college with a responsible student. There is nothing obviously ""gamer"" looking about the unit until it is opened, and then the blue light of the neon blue keyboard looks ultra cool.The keyboard is shallow but easy to get used to, and the mousepad is not so large that it is hard to do simple things with. (I have found some gaming keyboards have touchpads so large that it is hard to copy and paste quickly, for example.)The display looks nice when watching movies in high def, and the performance when streaming high definition movies is awesome. It has plenty of power for doing graphics and video editing. Gameplay for me is smooth and even, though I typically only play roleplaying and puzzle games at full screen. The audio is a decent volume to hear if watching movies or videos, but headphones or bt speaker are needed for any decent volume to share or for an immersive experience.It does come ready for wireless network connection, but it has a wired port for LAN parties, or possibly for travel needs.It does have hdmi2, and it has a C port, so I am thinking that I might collect a video capture card to it and use it for streaming on Twitch. I love that it is quick to charge, and that fully charged, it is lasting me over 6 hours.",1,0,3,2,2
1012,"Bought this 2in1 for my mom, she absolutely loves it. Very few complaints in the first 2 months. If there was one thing she could add, it would be a second camera. It's a little difficult to take pics with the rear facing camera (unless you're taking a selfie), but that's not a deal-breaker. Also, she was upgrading from an Android ASUS, so she didn't have access to the apps she had been using. To remedy this, we unstalled an Android emulator on this system. Now she has all of her old Android apps, along with the new Windows apps.",3,2,5,4,3
1013,"Laptop for our son, battery drains fast, but it was on the reviews, other than that works well.",2,0,3,2,2
1014,Grandson loved it,3,4,5,4,3
1015,Easiest installation & loading EVER!! Voice starts to talk you thru it and you talk back to give info. Greatest!!,2,2,1,3,2
1016,Great starter for grandson,2,2,5,4,2
1017,Excelentt product,2,2,1,2,2
1018,I purchased this computer and the hard drive did not work properly. I returned it.,2,2,0,2,2
1019,"Good price, great product",1,1,1,2,1
1020,Got this for my 15 year old and it is working out perfect,2,2,1,3,2
1021,Very good,1,0,5,2,2
1022,Couldn't even use this for more than 10 minutes. It started crashing and was always showing BSOD. The novo button was't working at all. Spent over 40 minutes on the phone with Lenovo Support yet nothing could get this crap laptop working fine. I have to return it. This is a second bitter experience with Lenovo after their Y700 turned out to also be a useless laptop for me in 1 week. I am done please.,2,1,1,2,2
1023,It was not too expensive. Its fast and lightweight. Its prime!,2,2,5,4,3
1024,"This laptop is of amazing quality, internally. What I mean by that is this: if you want a fast and reliable laptop, you found it! This will get work done in a blink of an eye. The only downside is that it is not made of the highest quality material. The keyboard and touchpad feel a bit cheap, however it's understandable with the price. If you were to weigh you options, I think this is the best middle ground: Fantastic price for speed and quality. Definitely recommend.",1,4,1,2,2
1025,"Love every aspect of this, except there is no backlighting for the keys. Didn't even think to check as every laptop I have had came standard with it. With that said, it is light weight, fast, nice display, chicklet keys. Don't miss not having a number pad since all of the models with the pad have the touch pad off center. Over all very pleased with this laptop. Definitely 5 star but dropped to 4 due to the lack of backlighting",1,4,1,2,2
1026,Does what I need it for. Can be a little slow but for me it is perfect.,3,4,5,4,3
1027,"My first Chromebook, and it's just amazing. I barely ever use my PC anymore.",2,4,5,4,5
1028,I enjoy it each and every day,2,2,5,4,6
1029,Met my expectations,3,1,5,4,3
1030,For Home and lite work related tasks this Acer exceeds expectations. At 4.6 lbs it easily moves around the most common workspaces at home and we are satisfied with build quality out of the box. 5 to 6 hour battery life is about right at this point. This is the Acer 3 with specs as advertised.,2,4,1,2,2
1031,works fine - we use it for netflix.,3,4,5,5,6
1032,"As reviewed: i5-8520U, 8GB DDR4 RAM and 1TB FireCuda Hybrid DriveI am very happy with this little laptop. Now I'm a person who can't stand the current trend towards tablets and touchscreens. I'm an engineering student and have a powerful desktop setup with two 21:9 monitors and regularly use both when I'm doing homework. I'm bothered by little details and expect higher performance than the average user. I needed a laptop to bring to my internship and carry with me to classes so I started looking for a small laptop with decent specs. For me this laptop matched everything I needed at a reasonable price.The main selling points for me were:-Small portable size-1080p ips screen-Decent cpu-Traditional layout-Subjectively a nice lookOnce I got my hands on it I had some thoughts on it. I was pleasantly surprised by how rigid the chassis feels despite being plastic. When I first started using it I wasn't sure I'd like the track pad, but in use I haven't noticed it at all, it's functioned exactly how I want it to. I consider the keyboard to be good, I'd prefer a more clicky experience but I can't fault anything about it. I feel fast and accurate typing on it. I installed Linux Mint on it and it runs perfectly without tweaking. The only feature that doesn't work on Mint is the fingerprint scanner. The hybrid drive is tolerable, not as quick as an SSD but I'm not bothered by it. The speakers have a decent sound for a laptop, albeit a higher max volume would be nice.In conclusion this laptop offered everything I wanted at a reasonable price. The functionality is on par with more premium offerings and it still maintains a solid build quality and good looks. If you're looking for a traditional laptop in this size I feel comfortable recommending it. I plan on updating this review if anything happens as time goes on to change my opinion of it.",2,2,1,2,2
1033,I have had this computer for about 2 months. So far it has exceeded my expectations. I use it for work and run it alongside another monitor. It has been able to keep up with multiple programs running with no issues.,1,1,1,3,1
1034,"This is a big laptop, which has pros and cons.+: the screen is really nice, videos and simple games look great on the big screen-: it's a little too big and heavy to use it in ""tablet mode""It's convertible, which seems cool, but 15.6 inches at 4.4 lb is really too big for a tablet. I do use it in ""tent mode"" to watch videos. It's easy to get fingerprints all over the screen though when you use it in touchscreen mode.The fingerprint reader is very convenient for logging in. It starts up quickly because of the SSD. Battery life is good. It's a great laptop for general usage.The one negative is that the screen came with some air bubbles in it. It's like a line of air bubbles near the bottom of the screen, and it's actually a very noticeable flaw on an otherwise high quality screen.",3,2,3,2,2
1035,"Purchased for my son. Others had more features, but my son wanted a large screen and he was initially very happy. EXCEPT he says space bar does not work well. I wish he had let me buy him one with more RAM, more GB, SSDL --there were several available with a bit smaller screen. Had we gotten one of those, he would probably be happier. He recently told me, ""A smaller screen would be ok."" Unfortunately, as far as I know, it is too late for an exchange. I would be thrilled to purchase him a better one!",2,2,5,4,2
1036,Screen leaves something to be desired perfect for a casual user though,3,1,5,4,3
1037,"So i bought this laptop because my 15 hp laptop of 6 years died on me. I needed something for college and for movies and lookswise its really nice! It runs great too. But my only complaints is how the touch pad feels, it has that irritating feel that you get when you touch computer paper (if you know what i mean). & the laptop has this noise, like you can hear the laptop running basically. Its not super loud but its noticeable. I bought this to also give a real review on it and to post pictures of how it looks since no one seems to have it on youtube -.-",2,2,1,2,3
1038,I have owned this computer now for a few weeks. Its performances is top notch. Awesome graphics and great for gaming. Only negative is that I wish I had a larger ssd drive. But Is something you can upgrade down the road. Same with the ram. Laptop is high quality. Would recommend especially for the price.,2,0,1,2,2
1039,I'd put 0 stars but not an option... recd mid Aug; died Oct 25th... really!,2,2,5,4,3
1040,Programming is difficult to navigate..... more like a tablet then laptop,2,2,5,4,2
1041,"So happy with this powerhouse of a laptop! It's beautiful and incredibly efficient! Reliable, fast, lightweight... it arrived way sooner than estimated- I am thrilled w this!",3,1,5,4,3
1042,Excellent machine!,3,3,3,2,4
1043,I LIKED IT,3,1,5,4,3
1044,I only bought this computer because it was supposedly going to have a one year subscription to Microsoft Office. NO. It doesn't. I am going to return it and never order anything from Amazon or its affiliates again because I have had a lot of time wasted.,3,1,5,4,3
1045,"We are a gaming family. Every one of us plays video games. When my son needed a laptop for a very conservative college, I started looking for one that had to meed the following criteria.At least an i5 to handle the new wave of games that require 4 cores.At least an high 9-family NVidia GPU to handle the gamesAt least 1 T HD to hold the games and all the class workSome version of an SDD for guick booting in classIt can't be covered in red/flashing lights/HUGE logos - it needs to blend in with all the other boring college laptops for non-gamersThis Laptop met all the criteria and even exceeded the GPU requirement - thereby future-proofing if until he's in grad school. Moreover, it did that in a package that has an excellent keyboard, great screen rez and it blends in with the other mundane laptops. Too many gaming laptops look like they were designed with 13 year old boys in mind. Lots of red. Lots of lights. They scream ""I AM A GAMING LAPTOP...LOOK AT ME!!"" Instead of sending him to college with one of those, I opted to get him something that he can open in any class and get zero notice. (The only ""gaming"" thing about it - aside from the specs - is that the keyboard is backlit red. It will stay red because it literally can not be changed. And that's fine as a red keyboard is easy on the eyes in a darkened dorm room where the room-mate might be sleeping.)My son has loaded his games on it, including some very demanding FPS's and it handles all of them without any problem (very respectable FPS). There are cheaper laptops to be had, but none of them have this level of performance. I would have expected to pay another $400 for a laptop with these specs. Some of the higher-priced ones might have an i7...but I build gaming PCs and know that - unless someone is playing a game while also running a half-dozen computing intensive programs in the background - there's not much to be gained from them.I tested some of the aforementioned cheaper laptops with the 960M GPUs and they run today's games well. My concern is a few years down the road. The GPU in this buys us a few more years of use. Take a look at this if you are looking for a sub-1k gaming laptop.",1,0,5,2,2
1046,"This laptop was everything I had hoped for and it is incredibly packed with features for anywhere near the price. Since I'm a Prime member, it arrived in two days flat. Nice! The packaging and shipping was excellent, the laptop box itself is packed in its slim cardboard packing with a perfect fit and then packed in an outer box as well. Absolutely no damage, dents or bruises at all. AC Adapter and minimal documentation included (no media). There's really nothing else needed, it appears to have one of the newer kinds of battery that's internal and not user changeable, and it charges well. On the initial screens you can choose to turn OFF all the slide controls that offer to send info to Microsoft. (recommended).One thing you have to be prepared for due to Windows 10, is that as soon as you reach the place where you give it whatever means of internet connection you use - it takes over and begins the update cycle. The large 3GB Windows 10 ver 1709 takes some patience, so just let it do it's thing and give it as much as several hours. You want to make sure that it's all up to date first before you go in and tweek things. So don't begin that process until you can spare several hours, and you'll be in good shape.It came with what I'd call minimal bloatware. Some folks want that stuff, I did not. I uninstalled xbox gaming, MS Store, an eBay shortcut and several other items I had no use for. The 30-day eval of MS Office wasn't going to do me any good so I uninstalled that as well. Less than 10 minutes lost to cleanup - no problem. Looking at the add/remove programs listing in the Control Panel, you can see it comes with the usual nice collection of Acer utilities, so don't remove those. And when you do finish the installation and have it configured just the way you want, take the time to do a Windows Image backup to an external USB drive, along with a Restore DVD, that's your very best means of recovery later on if you ever crash your drive.This is a very well-made laptop and the best by far of any of the several former Acer laptops I've owned in the past. Sturdy, powerful, loaded with all the latest and fastest ports, (you have to love the 802.11ac WiFi, it's a screamer) - along with a 1TB drive, plenty of RAM and expandable to a whopping 32GB - it's a great buy and I'd heartily recommend it to anyone wanting high performance in a low-cost package. Everyone has their preferences, true - but I give this model 5 stars for Amazon's packing, shipping, and Acer's very best product line yet. And I'm an IT Professional of some 24 years, so I get my hands on some very top-dollar laptops for business. I think you'll be pleased with this one!",2,3,1,2,2
1047,"I had a cheap Lenovo and knew I had to replace it as the pointer was uncontrollable and frequently changed pages. I go through computers usually once a year, but there is always a family member to inherit my old ones. So I struggled along for a year with the Lenovo and finally got this Hp onAmazon's sale day. But I'm sure it hasn't changed the price much if at all. What this HP has is stability, a backlit keyboard, and a touchscreen, all of which the Lenovo didn't have. I don't store huge amounts on the computer. Most of what I want is in the cloud or on a jump drive(for backup). So I have all I need in this HP. I have actually bought lots of HPs & been happy with all of them. Since I run a small business it's easier to just format them yearly and give them to someone in the family who needs it . Then I just have to upload a few programs and work in the cloud.",3,2,1,2,2
1048,Got it for my grandson and he loves it. Fast delivery.,2,2,1,3,2
1049,"Finally got it. Powered it on, seems ok and snappy. Charged it to full and continue my setup. This morning, while browsing the web there seemed to be scratching sound which I thought was coming from the speakers, so I muted the volume and it still didn't go away. I simply ignored it but already feeling anxious what that scratchy/rattly sound is. Next hour, Windows crashes, (thinking perhaps I should've stayed with Mac). After Windows did its thing to dump and restart. The keyboard started flashing. Did a couple restarts and search the net for a solution. Nothing resolved it. A bit gutted now to have bought a possibly expensive paperweight.Update: update to fix the flashing keyboard... I just did a complete reset of the laptop again and that seemed to resolve it. however, I still get the scratchy/rattly sound once in a while",3,2,2,0,3
1050,Worked great for less than a day. Continued to randomly turn off. By the 2nd day it would turn on but nothing would come after the loading screen. Stuck staring at a blank black screen. Returned day 3 of owning.,3,2,5,4,6
